COCO_AP,COCO_AP50,COCO_AP75,COCO_AP_large,COCO_AP_medium,COCO_AP_small,COCO_AR100,COCO_images,elapsed_seconds,gradient_norm_before_clip,loss_box_reg,loss_classifier,loss_objectness,loss_rpn_box_reg,loss_total,row_type,update
,,,,,,,,0.1451064999855589,1.5849581956863403,0.03212122991681099,0.021086284890770912,0.0034349302295595407,0.005201363004744053,0.061843808740377426,training,147
,,,,,,,,0.14616860001115128,1.2027095556259155,0.028645053505897522,0.008796601556241512,0.0013122111558914185,0.002659096848219633,0.04141296446323395,training,148
,,,,,,,,0.12168680000468157,1.3634707927703857,0.018982838839292526,0.007856471464037895,0.0016184027772396803,0.017033593729138374,0.045491307973861694,training,149
,,,,,,,,0.10769840001012199,1.9139461517333984,0.02319563925266266,0.008627012372016907,0.007072722539305687,0.03035390004515648,0.06924927234649658,training,150
0.3804346936917533,0.7076531422151495,0.37047459378209335,0.03762376237623762,0.048514851485148516,0.45149776636764377,0.5359375,64,1.3090750999981537,,,,,,,validation,150
,,,,,,,,0.14792439999291673,1.6952908039093018,0.01873493194580078,0.009651578962802887,0.004650312475860119,0.026010839268565178,0.05904766172170639,training,151
,,,,,,,,0.14473939998424612,1.6360554695129395,0.025638261809945107,0.014041292481124401,0.001777819823473692,0.015381586737930775,0.05683895945549011,training,152
,,,,,,,,0.11208880000049248,1.7118359804153442,0.027663882821798325,0.010442892089486122,0.0017133071087300777,0.013251354917883873,0.053071439266204834,training,153
,,,,,,,,0.1079977999906987,1.7176424264907837,0.02999565191566944,0.01444232277572155,0.006985919550061226,0.014119043946266174,0.06554293632507324,training,154
,,,,,,,,0.1567466999986209,1.2280317544937134,0.022057056427001953,0.007051541935652494,0.001297828508540988,0.005552433431148529,0.03595886006951332,training,155
,,,,,,,,0.14093220001086593,1.4883301258087158,0.035614654421806335,0.016543669626116753,0.004182971082627773,0.0064605469815433025,0.06280184537172318,training,156
,,,,,,,,0.1452294000191614,1.102405309677124,0.025703219696879387,0.011533846147358418,0.002269499469548464,0.002012323820963502,0.041518889367580414,training,157
,,,,,,,,0.14369920000899583,1.2299792766571045,0.01993449777364731,0.005702771246433258,0.0033121954184025526,0.008686728775501251,0.03763619065284729,training,158
,,,,,,,,0.1205811999971047,1.5069692134857178,0.027037985622882843,0.016390226781368256,0.00413969811052084,0.021555235609412193,0.06912314891815186,training,159
,,,,,,,,0.10995049998746254,1.342528223991394,0.02955949306488037,0.0075898244976997375,0.0025081122294068336,0.011994701810181141,0.051652129739522934,training,160
,,,,,,,,0.15091630001552403,1.1321011781692505,0.01909145712852478,0.011041414923965931,0.0021155662834644318,0.00799349881708622,0.04024193435907364,training,161
,,,,,,,,0.1400926999922376,1.558540940284729,0.024219198152422905,0.011706018820405006,0.0006787487072870135,0.00035717865102924407,0.0369611419737339,training,162
,,,,,,,,0.14277960002073087,1.7864102125167847,0.027032196521759033,0.00891026109457016,0.012167355045676231,0.024498948827385902,0.07260876148939133,training,163
,,,,,,,,0.1450730999931693,1.8421123027801514,0.015386538580060005,0.007831716910004616,0.0056948913261294365,0.01787363365292549,0.04678678140044212,training,164
,,,,,,,,0.1265230999852065,1.3783009052276611,0.02203122153878212,0.009917601943016052,0.003986901603639126,0.008077379316091537,0.04401310533285141,training,165
,,,,,,,,0.10912889998871833,1.8944048881530762,0.03144315630197525,0.01489577628672123,0.0019931138958781958,0.010589041747152805,0.05892108380794525,training,166
,,,,,,,,0.13475380002637394,1.599669337272644,0.024253353476524353,0.01306835375726223,0.007207117509096861,0.013970514759421349,0.05849934369325638,training,167
,,,,,,,,0.14992130000609905,1.3483232259750366,0.018634799867868423,0.006802134681493044,0.003420173656195402,0.016010046005249023,0.04486715421080589,training,168
,,,,,,,,0.14244729999336414,1.3612149953842163,0.031983934342861176,0.008692140690982342,0.008819686248898506,0.018123209476470947,0.0676189735531807,training,169
,,,,,,,,0.13643100002082065,1.587116003036499,0.024734601378440857,0.011343926191329956,0.005667801946401596,0.008238819427788258,0.04998514801263809,training,170
