elapsed_seconds,fixed_t500_noise_mse,gradient_norm_before_clip,loss,row_type,update
0.017294099990976974,,0.5408341288566589,0.017685309052467346,training,153
0.03125490000820719,,0.2120470404624939,0.012638538144528866,training,154
0.024804100015899166,,0.5267907381057739,0.015396300703287125,training,155
0.020440799999050796,,0.3114510476589203,0.00794815644621849,training,156
0.024471200013067573,,0.4531945586204529,0.022544845938682556,training,157
0.01827570001478307,,1.2566648721694946,0.03707946836948395,training,158
0.01836609997553751,,0.920025646686554,0.02182868681848049,training,159
0.018518199998652562,,0.39234164357185364,0.007453355938196182,training,160
0.01871129998471588,,0.7024638056755066,0.017841655761003494,training,161
0.018184399988967925,,0.32080793380737305,0.016289599239826202,training,162
0.018599500006530434,,0.24418939650058746,0.0130845345556736,training,163
0.018593699991470203,,0.3529011011123657,0.009804646484553814,training,164
0.01954660000046715,,0.24419069290161133,0.00977039709687233,training,165
0.018183100008172914,,0.2975147068500519,0.010675646364688873,training,166
0.019606399990152568,,0.4489278495311737,0.013084761798381805,training,167
0.02078859999892302,,0.2069512903690338,0.011442799121141434,training,168
0.019187600002624094,,0.1983652561903,0.009157581254839897,training,169
0.01922069999272935,,0.6756717562675476,0.008768023923039436,training,170
0.019405500002903864,,0.2247379869222641,0.01121461484581232,training,171
0.018803399987518787,,0.8273627758026123,0.013803019188344479,training,172
0.01940029999241233,,0.6611589789390564,0.0091771949082613,training,173
0.018181499995989725,,0.8066791296005249,0.01309366524219513,training,174
0.019004899979336187,,0.5210645794868469,0.011236125603318214,training,175
0.018195199983892962,,0.47794413566589355,0.01777692884206772,training,176
0.019734500005142763,,0.613189160823822,0.03685978427529335,training,177
0.020716600003652275,,0.5108885169029236,0.01196279376745224,training,178
0.018018800008576363,,0.6416564583778381,0.009107590653002262,training,179
0.018981200002599508,,0.4334498643875122,0.00937352329492569,training,180
0.019364799984032288,,0.2822108268737793,0.015154195949435234,training,181
0.018564199999673292,,0.6682683825492859,0.009673104621469975,training,182
0.02034550000098534,,0.34103018045425415,0.012770429253578186,training,183
0.01907580002443865,,0.7919384241104126,0.013479627668857574,training,184
0.017834700003731996,,0.40142351388931274,0.012142671272158623,training,185
0.01848600001540035,,0.47370603680610657,0.01039824541658163,training,186
0.01837619999423623,,0.591911256313324,0.011368835344910622,training,187
0.015437399997608736,,1.0120888948440552,0.01506881695240736,training,188
0.01451370000722818,,0.6402775049209595,0.012220717966556549,training,189
0.01424260000931099,,0.6716551184654236,0.016113929450511932,training,190
0.014740200014784932,,0.5837711095809937,0.014493254013359547,training,191
0.0151968999998644,,0.6606678366661072,0.02215195819735527,training,192
0.01399080001283437,,0.7679941058158875,0.012998332269489765,training,193
0.014422400010516867,,0.5489704012870789,0.007050573825836182,training,194
0.014137699996354058,,0.6313436031341553,0.036321453750133514,training,195
0.014052299986360595,,0.6975190043449402,0.017228510230779648,training,196
0.014029899990418926,,0.8095592260360718,0.011095743626356125,training,197
0.014572500018402934,,0.35638362169265747,0.006928252521902323,training,198
0.016190199996344745,,1.1339694261550903,0.015495941042900085,training,199
0.014053799997782335,,0.5527231693267822,0.010336769744753838,training,200
,0.00728275126311928,,,validation,200
