analysis,subset_size,contrast,estimate,ordinary_low,ordinary_high,ordinary_confidence,paired_realization_pipeline_cells,draws,status
low_data_held_out_test,14,NP-NB,0.0015972494779741954,-0.01180629559389498,0.016914964970862523,0.95,9,20000,secondary_descriptive
low_data_held_out_test,14,NP-N1,-0.006368401719167465,-0.015109952958712662,0.0037790856709105976,0.95,9,20000,secondary_descriptive
low_data_held_out_test,14,NP-NR,-0.0013759506957661508,-0.007126585864251671,0.004741273442360764,0.95,9,20000,secondary_descriptive
low_data_held_out_test,28,NP-NB,0.006881778914273113,0.0004801044031680518,0.0131631498827162,0.95,9,20000,secondary_descriptive
low_data_held_out_test,28,NP-N1,0.008369969104309162,0.0015604955432492124,0.015242433512468852,0.95,9,20000,secondary_descriptive
low_data_held_out_test,28,NP-NR,0.002032176641049599,-0.009124182600246814,0.013120252778630275,0.95,9,20000,secondary_descriptive
low_data_held_out_test,56,NP-NB,0.010262958355850572,0.006092152194685927,0.014489236031728926,0.95,9,20000,secondary_descriptive
low_data_held_out_test,56,NP-N1,-0.006546636839566479,-0.010470399242746908,-0.002625811932420217,0.95,9,20000,secondary_descriptive
low_data_held_out_test,56,NP-NR,-0.005599184496199918,-0.01087849826533894,-0.0011211496401437964,0.95,9,20000,secondary_descriptive
